"S.No.","Zone & Circle","Ward Name","Vehicle Number","Vehicle Type","Route Name","Total","Covered","Not Covered","Coverage","Date","Route In Time","Route Out Time"
"31","4","51-Gaushala Nagar","DL51GD9456","Primary - AUTO TIPPER 3 WHEELER","W51ER5","639","586","53","91","18-02-2026","07:23 AM"
"32","2","36-Jaisingh Pura","M019 UP14PT7945","Primary - Auto Tipper","W36R2","559","512","47","91","18-02-2026","07:19 AM"
"33","3","38-Civil Lines","M013 UP14PT7750","Primary - Auto Tipper","W38R2","105","96","9","91","18-02-2026","07:12 AM"
"34","2","16-Bakalpur","M256 UP85ET 7861","Primary - Auto Tipper","W16R1","569","520","49","91","18-02-2026","07:36 AM"
"35","1","22-Badhri Nagar","UP16RT3862","Primary - AUTO TIPPER 4 WHEELER","W22R1","1000","912","88","91","18-02-2026","07:53 AM"
"36","2","43-Ganeshra","UP16RT3805","Primary - AUTO TIPPER 4 WHEELER","W43R2","456","411","45","90","18-02-2026","07:03 AM"
"37","1","53-Krishna Puri","M055 UP85AG0891_C","Primary - Auto Tipper","W53R1","622","560","62","90","18-02-2026","07:48 AM"
"38","3","06-Aduki","UP16RT3854","Primary - AUTO TIPPER 4 WHEELER","W6R1","985","876","109","88","18-02-2026","06:50 AM"
"39","2","58-Gau Ghat","M111  UP85AG0882","Primary - Auto Tipper","W58R1","475","422","53","88","18-02-2026","07:56 AM"
"40","2","24-Sarai Azamabad","M096   UP85AG0894","Primary - Auto Tipper","W24R3","699","615","84","87","18-02-2026","07:30 AM"
"41","4","51-Gaushala Nagar","M007 UP14PT7719_C","Primary - Auto Tipper","W51R2","1000","873","127","87","18-02-2026","05:51 AM"
"42","4","13-Sunrakh","M113   UP85AGT0966","Primary - Auto Tipper","W13R1","573","499","74","87","18-02-2026","06:32 AM"
"43","1","02-Ambedkar Nagar","M223 UP85AG0959","Primary - Auto Tipper","W2R2(C)","388","334","54","86","18-02-2026","07:26 AM"
"44","1","35-Bankhandi","UP16RT3804","Primary - AUTO TIPPER 4 WHEELER","W35R2","767","660","107","86","18-02-2026","07:46 AM"
"45","2","54-Pratap Nagar","M087  UP85AG0785","Primary - Auto Tipper","W54R1","1000","860","140","86","18-02-2026","07:58 AM"
"46","2","56-Mandi Randas","MR032-70145651","Primary - Wheel Barrow","W56WBR3","28","24","4","85","18-02-2026","07:58 AM"
"47","4","34-Radhaniwas","DL51GD9441","Primary - AUTO TIPPER 3 WHEELER","W34R3","1000","841","159","84","18-02-2026","07:21 AM"
"48","1","05-Bharatpur Gate","M080  UP85AG0795_C","Primary - Auto Tipper","W5R2","131","110","21","83","18-02-2026","07:30 AM"
"49","2","03-Girdharpur","M257 UP85ET 7845","Primary - Auto Tipper","W3R3","481","401","80","83","18-02-2026","07:18 AM"
"50","1","19-Ramnagar Yamunapar","M115 UP85AG0887_C","Primary - Auto Tipper","W19R3","252","210","42","83","18-02-2026","08:30 AM"
"51","2","56-Mandi Randas","M016 UP14PT7747","Primary - Auto Tipper","W56R3","30","25","5","83","18-02-2026","07:48 AM"
"52","2","30-Krishna Nagar Second","M009 UP14PT7717","Primary - Auto Tipper","W30R1","430","356","74","82","18-02-2026","08:17 AM"
"53","3","27-Baad","UP16RT3855","Primary - AUTO TIPPER 4 WHEELER","W27R5","940","775","165","82","18-02-2026","07:21 AM"
"54","2","56-Mandi Randas","M137 UP85AG0954_BREAKDOWN","Primary - Auto Tipper","W56R1","163","133","30","81","18-02-2026","07:47 AM"
"55","2","60-Jagannath Puri","UP16RT3821","Primary - AUTO TIPPER 4 WHEELER","W60R2","948","773","175","81","18-02-2026","07:03 AM"
"56","3","15-Maholi First","UP14PT7948","Primary - Auto Tipper","W15R1","572","465","107","81","18-02-2026","08:03 AM"
"57","4","21-Chaitanya Bihar","M105   UP85AG0800","Primary - Auto Tipper","W21R3","217","176","41","81","18-02-2026","07:24 AM"
"58","2","24-Sarai Azamabad","UP85AG0685","Primary - Auto Tipper","W24R5","632","507","125","80","18-02-2026","07:47 AM"
"59","4","69-Ratan Chhatri","M200 UP85AG0968","Primary - Auto Tipper","W69R1","865","692","173","80","18-02-2026","07:34 AM"
"60","2","47-Dwarkapuri","UP85AG0756","Primary - Auto Tipper","W47R3","489","386","103","78","18-02-2026","08:24 AM"
"61","2","03-Girdharpur","UP16RT3828","Primary - AUTO TIPPER 4 WHEELER","W3R2","859","670","189","77","18-02-2026","07:53 AM"
"62","3","11-Tarsi","M042 UP85AG0883","Primary - Auto Tipper","W11R1","387","301","86","77","18-02-2026","07:15 AM"
"63","1","65-Holi Gali","UP14PT7749","Primary - Auto Tipper","W65R1","99","77","22","77","18-02-2026","07:09 AM"
"64","3","01-Birjapur","M014 UP14PT7936","Primary - Auto Tipper","W1R2","1000","776","224","77","18-02-2026","07:53 AM"
"65","4","51-Gaushala Nagar","M008 UP14PT7996","Primary - Auto Tipper","W51R1","973","745","228","76","18-02-2026","06:57 AM"
"66","1","04-Ishapur Yamunapar","M253 UP85ET 7854","Primary - Auto Tipper","W4R1","924","707","217","76","18-02-2026","07:34 AM"
"67","3","10-Aurangabad First","UP16RT3863","Primary - AUTO TIPPER 4 WHEELER","W10R2","442","338","104","76","18-02-2026","07:17 AM"
"68","2","30-Krishna Nagar Second","M023 UP14PT7726","Primary - Auto Tipper","W30R2","1000","735","265","73","18-02-2026","08:04 AM"
"69","4","69-Ratan Chhatri","UP85FT2584","Primary - Auto Tipper","W69R2","643","472","171","73","18-02-2026","07:48 AM"
"70","1","07-Lohvan","M259 UP85ET 7852","Primary - Auto Tipper","W7R3","149","109","40","73","18-02-2026","08:41 AM"
"71","4","34-Radhaniwas","UP85ET 7856","Primary - Auto Tipper","W34R1","1000","725","275","72","18-02-2026","07:05 AM"
"72","2","47-Dwarkapuri","M236 UP85ET 7830","Primary - Auto Tipper","W47R1","733","530","203","72","18-02-2026","07:24 AM"
"73","3","52-Chandrapuri","UP16RT3811","Primary - AUTO TIPPER 4 WHEELER","W52R2","471","339","132","71","18-02-2026","07:06 AM"
"74","2","55-Govind Nagar","M017 UP14PT7724","Primary - Auto Tipper","W55R3","657","470","187","71","18-02-2026","07:12 AM"
"75","3","06-Aduki","UP16RT3980","Primary - AUTO TIPPER 4 WHEELER","W6R5","161","115","46","71","18-02-2026","07:37 AM"
"76","3","06-Aduki","UP16RT3810","Primary - AUTO TIPPER 4 WHEELER","W6R4","436","307","129","70","18-02-2026","06:51 AM"
"77","3","59-Maholi Second","UP85AG0777","Primary - Auto Tipper","W59R1","720","501","219","69","18-02-2026","07:40 AM"
"78","3","27-Baad","UP16RT3857","Primary - AUTO TIPPER 4 WHEELER","W27R2","869","603","266","69","18-02-2026","06:58 AM"
"79","2","12-Radhe Shyam Colony","M004 UP14PT7951","Primary - Auto Tipper","W12R2","957","643","314","67","18-02-2026","07:20 AM"
"80","3","57-Balajipuram","UP16RT3851","Primary - AUTO TIPPER 4 WHEELER","W57R2","1000","666","334","66","18-02-2026","07:28 AM"
"81","2","48-Satoha Asangpur","M258 UP85ET 7843","Primary - Auto Tipper","W48R1","665","441","224","66","18-02-2026","07:06 AM"
"82","3","41-Dhaulipiau","M020 UP14PT7998","Primary - Auto Tipper","W41R1","832","548","284","65","18-02-2026","08:00 AM"
"83","2","60-Jagannath Puri","UP16RT3853","Primary - AUTO TIPPER 4 WHEELER","W60R1","827","543","284","65","18-02-2026","07:47 AM"
"84","1","19-Ramnagar Yamunapar","UP16RT3979","Primary - AUTO TIPPER 4 WHEELER","W19R2","519","340","179","65","18-02-2026","07:45 AM"
"85","3","38-Civil Lines","UP16RT3984","Primary - AUTO TIPPER 4 WHEELER","W38R3","298","194","104","65","18-02-2026","08:03 AM"
"86","4","08-Atas","M266 UP85ET 7864","Primary - Auto Tipper","W8R2","661","430","231","65","18-02-2026","08:10 AM"
"87","4","25-Chharaura","UP85ET7855","Primary - Auto Tipper","W25R2","630","409","221","64","18-02-2026","07:28 AM"
"88","2","12-Radhe Shyam Colony","M094   UP85AG0759","Primary - Auto Tipper","W12R1","971","621","350","63","18-02-2026","07:39 AM"
"89","1","68-Shanti Nagar","M178 UP85AG0760","Primary - Auto Tipper","W68R1","822","520","302","63","18-02-2026","08:05 AM"
"90","1","64-Ghati Bahalray","RJ06GD1038","Primary - Auto Tipper","W64R1","246","153","93","62","18-02-2026","08:26 AM"
"91","1","04-Ishapur Yamunapar","UP85FT2581","Primary - Auto Tipper","W4R2","764","473","291","61","18-02-2026","08:15 AM"
"92","2","31-Navneet Nagar","M237 UP85ET 7866","Primary - Auto Tipper","W31R1","637","392","245","61","18-02-2026","07:40 AM"
"93","3","32-Ranchibagar","M129   UP85AG0780","Primary - Auto Tipper","W32R2","823","504","319","61","18-02-2026","07:17 AM"
"94","2","54-Pratap Nagar","M231 UP85ET 7837","Primary - Auto Tipper","W54R3","885","537","348","60","18-02-2026","09:02 AM"
"95","1","07-Lohvan","UP16RT3985","Primary - AUTO TIPPER 4 WHEELER","W7R1","1000","601","399","60","18-02-2026","07:03 AM"
"96","3","28-Aurangabad Second","UP16RT3802","Primary - AUTO TIPPER 4 WHEELER","W28R2","723","430","293","59","18-02-2026","12:00 AM"
"97","2","16-Bakalpur","M273 UP85ET 7846","Primary - Auto Tipper","W16R2","643","374","269","58","18-02-2026","07:40 AM"
"98","3","01-Birjapur","M108    UP85AG0796","Primary - Auto Tipper","W1R1","1000","581","419","58","18-02-2026","07:50 AM"
"99","2","45-Birla Mandir","DL51GD9539","Primary - AUTO TIPPER 3 WHEELER","W45R2","311","180","131","57","18-02-2026","07:11 AM"
"100","3","57-Balajipuram","M102   UP85AG0758","Primary - Auto Tipper","W57R1","1000","570","430","56","18-02-2026","07:48 AM"
"101","2","16-Bakalpur","M078   UP85AG0757","Primary - Auto Tipper","W16R5","425","242","183","56","18-02-2026","07:46 AM"
"102","1","61-Chaubia Para","MR022-70148549","Primary - Wheel Barrow","W61WR1","421","233","188","55","18-02-2026","08:54 AM"
"103","4","21-Chaitanya Bihar","M277 UP85ET 7842","Primary - Auto Tipper","W21R1","474","261","213","55","18-02-2026","07:25 AM"
"104","3","10-Aurangabad First","UP16RT3814","Primary - AUTO TIPPER 4 WHEELER","W10R1","409","225","184","55","18-02-2026","08:12 AM"
"105","1","02-Ambedkar Nagar","UP16RT3978","Primary - AUTO TIPPER 4 WHEELER","W2R1","1000","548","452","54","18-02-2026","07:21 AM"
"106","2","17-Bairaagpura","M036 UP14PT8105_C","Primary - Auto Tipper","W17R1","1000","545","455","54","18-02-2026","09:03 AM"
"107","2","31-Navneet Nagar","M001 UP14PT7952","Primary - Auto Tipper","W31R2","184","98","86","53","18-02-2026","07:51 AM"
"108","1","42-Manoharpur","M027 UP14PT8097","Primary - Auto Tipper","W42R1","801","419","382","52","18-02-2026","08:03 AM"
"109","3","01-Birjapur","UP16RT3810","Primary - AUTO TIPPER 4 WHEELER","W1R3","206","107","99","51","18-02-2026","07:27 AM"
"110","1","40-Rajkumar","UP16RT3822","Primary - AUTO TIPPER 4 WHEELER","W40R2","54","28","26","51","18-02-2026","07:39 AM"
"111","4","21-Chaitanya Bihar","M099 0787","Primary - Auto Tipper","W21R6(C)","141","73","68","51","18-02-2026","07:47 AM"
"112","2","43-Ganeshra","M078   UP85AG0757","Primary - Auto Tipper","W43R4","227","116","111","51","18-02-2026","07:41 AM"
"113","3","15-Maholi First","M079   UP85AG0754","Primary - Auto Tipper","W15R2","1000","509","491","50","18-02-2026","07:52 AM"
"114","3","28-Aurangabad Second","UP16RT3833","Primary - AUTO TIPPER 4 WHEELER","W28R1","780","395","385","50","18-02-2026","07:39 AM"
"115","4","08-Atas","M204 UP85AG0955","Primary - Auto Tipper","W8R1","276","139","137","50","18-02-2026","09:10 AM"
"116","4","51-Gaushala Nagar","M244 UP85AG0789_C","Primary - Auto Tipper","W51R3","1000","500","500","50","18-02-2026","09:03 AM"
"117","2","45-Birla Mandir","UP85AG0949","Primary - Auto Tipper","W45R1","633","315","318","49","18-02-2026","09:06 AM"
"118","1","42-Manoharpur","M011 DL51EV0215","Primary - AUTO TIPPER 3 WHEELER","W42R2","475","235","240","49","18-02-2026","08:04 AM"
"119","2","24-Sarai Azamabad","UP85AG0752","Primary - Auto Tipper","W24R2","723","356","367","49","18-02-2026","07:58 AM"
"120","3","32-Ranchibagar","UP85FT2588","Primary - Auto Tipper","W32R1","828","407","421","49","18-02-2026","09:06 AM"
"121","2","20-Krishna Nagar First","UP16RT3830","Primary - AUTO TIPPER 4 WHEELER","W20R1","775","379","396","48","18-02-2026","07:24 AM"
"122","3","06-Aduki","UP16RT3980","Primary - AUTO TIPPER 4 WHEELER","W6R3","604","292","312","48","18-02-2026","08:40 AM"
"123","2","24-Sarai Azamabad","M275 UP85AG7863","Primary - Auto Tipper","W24R1","511","242","269","47","18-02-2026","07:37 AM"
"124","3","57-Balajipuram","M201 UP85AG0755","Primary - Auto Tipper","W57R3","248","117","131","47","18-02-2026","08:48 AM"
"125","3","52-Chandrapuri","M181 UP85AG0763","Primary - Auto Tipper","W52R1","860","402","458","46","18-02-2026","08:04 AM"
"126","4","67-Kemar Van","M114    UP85AGT0957","Primary - Auto Tipper","W67R1","225","104","121","46","18-02-2026","08:32 AM"
"127","3","33-Palikhera","M091 UP85AG0778","Primary - Auto Tipper","W33R1","841","386","455","45","18-02-2026","06:44 AM"
"128","2","44-Radhika Bihar","UP16RT3816","Primary - AUTO TIPPER 4 WHEELER","W44R2","483","221","262","45","18-02-2026","08:05 AM"
"129","1","07-Lohvan","UP16RT3979","Primary - AUTO TIPPER 4 WHEELER","W7R4","262","119","143","45","18-02-2026","08:11 AM"
"130","2","31-Navneet Nagar","M039 UP14PT7949","Primary - Auto Tipper","W31R3","366","166","200","45","18-02-2026","07:45 AM"
"131","3","38-Civil Lines","M065 UP85AG0888","Primary - Auto Tipper","W38R1","794","358","436","45","18-02-2026","08:28 AM"
"132","2","39-Mahavidhya Colony","UP16RT3982","Primary - AUTO TIPPER 4 WHEELER","W39R3","666","298","368","44","18-02-2026","08:02 AM"
"133","2","56-Mandi Randas","M053 UP85AG0769","Primary - Auto Tipper","W56R2","104","45","59","43","18-02-2026","08:15 AM"
"134","4","67-Kemar Van","M222 UP85AG0952","Primary - Auto Tipper","W67R3","226","96","130","42","18-02-2026","09:09 AM"
"135","2","45-Birla Mandir","UP16RT3818","Primary - AUTO TIPPER 4 WHEELER","W45R3","593","246","347","41","18-02-2026","07:44 AM"
"136","4","34-Radhaniwas","MR011-70145214","Primary - Wheel Barrow","W34WBR1","566","227","339","40","18-02-2026","08:40 AM"
"137","1","26-Naya Nagla","M086   UP85AG0880","Primary - Auto Tipper","W26R1","986","394","592","39","18-02-2026","07:44 AM"
"138","3","06-Aduki","UP16RT3831","Primary - AUTO TIPPER 4 WHEELER","W6R2","917","356","561","38","18-02-2026","07:41 AM"
"139","2","39-Mahavidhya Colony","M056 UP85AG0963","Primary - Auto Tipper","W39R1","1000","382","618","38","18-02-2026","07:29 AM"
"140","3","27-Baad","UP16RT3825","Primary - AUTO TIPPER 4 WHEELER","W27R3","622","237","385","38","18-02-2026","07:47 AM"
"141","2","16-Bakalpur","M255 UP85ET 7849","Primary - Auto Tipper","W16R3","646","242","404","37","18-02-2026","08:32 AM"
"142","1","49-Daimpiriyal Nagar","M051 UP85AG0892","Primary - Auto Tipper","W49R1","140","51","89","36","18-02-2026","08:00 AM"
"143","1","02-Ambedkar Nagar","MR029-70145446","Primary - Manual Rickshaw","W2MR1","250","91","159","36","18-02-2026","08:35 AM"
"144","2","39-Mahavidhya Colony","M095    UP85AG0788","Primary - Auto Tipper","W39R2","863","309","554","35","18-02-2026","09:05 AM"
"145","4","70-Biharipur","UP16RT3820","Primary - AUTO TIPPER 4 WHEELER","W70R1","325","115","210","35","18-02-2026","06:58 AM"
"146","2","16-Bakalpur","M256 UP85ET 7861","Primary - Auto Tipper","W16R4","452","156","296","34","18-02-2026","07:36 AM"
"147","3","33-Palikhera","M116 UP85AG0768","Primary - Auto Tipper","W33R2","1000","345","655","34","18-02-2026","08:22 AM"
"148","3","32-Ranchibagar","UP16RT3981","Primary - AUTO TIPPER 4 WHEELER","W32R3","496","165","331","33","18-02-2026","07:18 AM"
"149","2","43-Ganeshra","M275 UP85AG7863","Primary - Auto Tipper","W43R6","498","165","333","33","18-02-2026","07:37 AM"
"150","4","13-Sunrakh","UP85ET7858","Primary - Auto Tipper","W13R3","319","102","217","31","18-02-2026","07:32 AM"
"151","2","37-Baldevpuri","M254 UP85ET 7853","Primary - Auto Tipper","W37R2","732","226","506","30","18-02-2026","07:46 AM"
"152","4","67-Kemar Van","UP85ET7857","Primary - Auto Tipper","W67R2","528","148","380","28","18-02-2026","07:44 AM"
"153","4","21-Chaitanya Bihar","M022 UP14PT7993_C","Primary - Auto Tipper","W21R5","258","71","187","27","18-02-2026","07:28 AM"
"154","2","24-Sarai Azamabad","M135   UP85AG0674","Primary - Auto Tipper","W24R4(C)","80","22","58","27","18-02-2026","08:26 AM"
"155","1","19-Ramnagar Yamunapar","M259 UP85ET 7852","Primary - Auto Tipper","W19R1","656","172","484","26","18-02-2026","08:14 AM"
"156","2","36-Jaisingh Pura","M142 UP85ET 7844","Primary - Auto Tipper","W36R3","386","96","290","24","18-02-2026","08:57 AM"
"157","3","41-Dhaulipiau","M060 UP85AG0881","Primary - Auto Tipper","W41R2","935","207","728","22","18-02-2026","08:12 AM"
"158","1","07-Lohvan","UP16RT3850","Primary - AUTO TIPPER 4 WHEELER","W7R2","1000","221","779","22","18-02-2026","08:33 AM"
"159","3","27-Baad","UP16RT3817","Primary - AUTO TIPPER 4 WHEELER","W27R4","828","175","653","21","18-02-2026","07:16 AM"
"160","3","32-Ranchibagar","UP16RT3854","Primary - AUTO TIPPER 4 WHEELER","W32R4","284","49","235","17","18-02-2026","06:49 AM"
"161","1","23-Aheer Pada","M112   UP85AG0885_C","Primary - Auto Tipper","W23R2","365","60","305","16","18-02-2026","10:03 AM"
"162","1","40-Rajkumar","M207 UP85AG0965","Primary - Auto Tipper","W40R1","247","31","216","12","18-02-2026","07:55 AM"
"163","4","21-Chaitanya Bihar","M219 UP85AG0962","Primary - Auto Tipper","W21R4","460","21","439","4","18-02-2026","06:44 AM"
"164","4","21-Chaitanya Bihar","M263 UP85ET 7862","Primary - Auto Tipper","W21R2","994","37","957","3","18-02-2026","07:42 AM"
"165","4","13-Sunrakh","M200 UP85AG0968","Primary - Auto Tipper","W13R2","333","7","326","2","18-02-2026","10:22 AM"
"166","2","43-Ganeshra","UP16RT3805","Primary - AUTO TIPPER 4 WHEELER","W43R3","1000","14","986","1","18-02-2026","07:02 AM"
"167","2","43-Ganeshra","UP85FT2580","Primary - Auto Tipper","W43R5","1000","0","1000","0","18-02-2026",""
"168","3","57-Balajipuram","UP16RT3826","Primary - AUTO TIPPER 4 WHEELER","W57R4","1000","0","1000","0","18-02-2026",""
"169","1","14-Lakshmi Nagar Yamunapar","UP16RT3815","Primary - AUTO TIPPER 4 WHEELER","W14R1","1000","0","1000","0","18-02-2026",""
"170","3","33-Palikhera","M226 UP85AG0969","Primary - Auto Tipper","W33R4","880","0","880","0","18-02-2026",""
"171","1","18-General ganj","RJ06GD5343","Primary - Auto Tipper","W18R1","880","0","880","0","18-02-2026",""
"172","1","49-Daimpiriyal Nagar","UP16RT3829","Primary - AUTO TIPPER 4 WHEELER","W49R3","849","0","849","0","18-02-2026",""
"173","3","52-Chandrapuri","UP16RT3819","Primary - AUTO TIPPER 4 WHEELER","W52R3","798","0","798","0","18-02-2026",""
"174","1","63-Maliyaan Sadar","UP85AG0685","Primary - Auto Tipper","W63R2","590","0","590","0","18-02-2026",""
"175","2","55-Govind Nagar","MUP85AG0798","Primary - Auto Tipper","W55R2","576","0","576","0","18-02-2026",""
"176","1","19-Ramnagar Yamunapar","M175 DL51GD9465","Primary - AUTO TIPPER 3 WHEELER","W19R4","552","0","552","0","18-02-2026",""
"177","2","03-Girdharpur","M126  UP85AG0799","Primary - Auto Tipper","W3R1","530","0","530","0","18-02-2026",""
"178","2","55-Govind Nagar","UP16RT3858","Primary - AUTO TIPPER 4 WHEELER","W55R1","492","0","492","0","18-02-2026",""
"179","2","54-Pratap Nagar","DL51GD0277","Primary - AUTO TIPPER 3 WHEELER","W54R2","483","0","483","0","18-02-2026",""
"180","4","50-Patharpura","","","W50R1","477","0","477","0","18-02-2026",""
"181","3","33-Palikhera","UP16RT3801","Primary - AUTO TIPPER 4 WHEELER","W33R3","410","0","410","0","18-02-2026",""
"182","2","16-Bakalpur","M116 UP85AG0768","Primary - Auto Tipper","W16R6","401","0","401","0","18-02-2026",""
"183","4","50-Patharpura","DL51GD9579","Primary - AUTO TIPPER 3 WHEELER","W50ER2","394","0","394","0","18-02-2026",""
"184","4","66-Keshighat","MR006-70143904","Primary - Wheel Barrow","W66WBR1","372","0","372","0","18-02-2026",""
"185","2","03-Girdharpur","M256 UP85ET 7861","Primary - Auto Tipper","W3R4","371","0","371","0","18-02-2026",""
"186","2","46-Radha Nagar","UP85FT2577","Primary - Auto Tipper","W46R1","331","0","331","0","18-02-2026",""
"187","2","58-Gau Ghat","M183 UP85AG0912(ER)","Primary - AUTO TIPPER 3 WHEELER","W58R2","323","0","323","0","18-02-2026",""
"188","2","43-Ganeshra","UP16RT3834","Primary - AUTO TIPPER 4 WHEELER","W43R1","311","0","311","0","18-02-2026",""
"189","4","69-Ratan Chhatri","M197 DL51GD9401_C","Primary - AUTO TIPPER 3 WHEELER","W69R3","304","0","304","0","18-02-2026",""
"190","2","12-Radhe Shyam Colony","","","W12ER3","281","0","281","0","18-02-2026",""
"191","1","49-Daimpiriyal Nagar","M045  UP85AG0890_C","Primary - Auto Tipper","W49R4","249","0","249","0","18-02-2026",""
"192","1","65-Holi Gali","M233 UP85ET 7835","Primary - Auto Tipper","W65R2","247","0","247","0","18-02-2026",""
"193","3","59-Maholi Second","UP16RT3801","Primary - AUTO TIPPER 4 WHEELER","W59R2","245","0","245","0","18-02-2026",""
"194","1","35-Bankhandi","MR045-70145206","Primary - Manual Rickshaw","W35MR1","242","0","242","0","18-02-2026",""
"195","3","33-Palikhera","UP14PT7948","Primary - Auto Tipper","W33R5","209","0","209","0","18-02-2026",""
"196","3","41-Dhaulipiau","UP85FT 2574","Primary - Auto Tipper","W41R3","192","0","192","0","18-02-2026",""
"197","3","29-Koyla Alipur","UP16RT3827","Primary - AUTO TIPPER 4 WHEELER","W29R1","172","0","172","0","18-02-2026",""
"198","1","65-Holi Gali","M271 UP85ET 7847_C","Primary - Auto Tipper","W65R4","144","0","144","0","18-02-2026",""
"199","1","64-Ghati Bahalray","DL51GD9464","Primary - AUTO TIPPER 3 WHEELER","W64R2","113","0","113","0","18-02-2026",""
"200","3","41-Dhaulipiau","MR027-70143441","Primary - Manual Rickshaw","W41MR1","99","0","99","0","18-02-2026",""
"201","2","44-Radhika Bihar","DL51GD0277","Primary - AUTO TIPPER 3 WHEELER","W44R3","98","0","98","0","18-02-2026",""
"202","1","61-Chaubia Para","MR019-70148606","Primary - Wheel Barrow","W61WR2","91","0","91","0","18-02-2026",""
"203","2","56-Mandi Randas","M262 UP85ET 7851","Primary - Auto Tipper","W56R5","87","0","87","0","18-02-2026",""
"204","4","67-Kemar Van","M196 DL51GD9113_C","Primary - AUTO TIPPER 3 WHEELER","W67R4","77","0","77","0","18-02-2026",""
"205","2","56-Mandi Randas","MR004-70147590","Primary - Wheel Barrow","W56WBR2","59","0","59","0","18-02-2026",""
