"S.No.","Zone & Circle","Ward Name","Vehicle Number","Route Name","Total","Covered","Not Covered","Coverage","Date","Route In Time","Route Out Time"
"42","4","67-Kemar Van","M196 DL51GD9113_C","W67R4","21","21","0","100","02-01-2026","07:48 AM","09:43 AM"
"43","4","67-Kemar Van","M196 DL51GD9113_C","W67R4","21","21","0","100","09-01-2026","08:15 AM","11:06 AM"
"44","4","67-Kemar Van","M196 DL51GD9113_C","W67R4","21","21","0","100","06-01-2026","08:19 AM","08:53 AM"
"45","4","67-Kemar Van","M196 DL51GD9113_C","W67R4","21","21","0","100","03-01-2026","07:45 AM","08:41 AM"
"46","2","56-Mandi Randas","M053 UP85AG0769","W56R2","20","20","0","100","10-01-2026","08:02 AM","11:33 AM"
"47","2","56-Mandi Randas","M262 UP85ET 7851","W56R5","20","20","0","100","29-01-2026","07:45 AM","09:35 AM"
"48","1","65-Holi Gali","M271 UP85ET 7847_C","W65R4","12","12","0","100","06-01-2026","08:00 AM","08:48 AM"
"49","1","65-Holi Gali","M271 UP85ET 7847_C","W65R4","12","12","0","100","08-01-2026","07:35 AM","09:58 AM"
"50","1","65-Holi Gali","M271 UP85ET 7847_C","W65R4","12","12","0","100","07-01-2026","07:00 AM","08:57 AM"
"51","1","65-Holi Gali","M271 UP85ET 7847_C","W65R4","12","12","0","100","04-01-2026","07:11 AM","09:14 AM"
"52","1","65-Holi Gali","M271 UP85ET 7847_C","W65R4","11","11","0","100","03-01-2026","07:14 AM","08:48 AM"
"53","2","56-Mandi Randas","M262 UP85ET 7851","W56R5","11","11","0","100","06-01-2026","09:00 AM","09:38 AM"
"54","1","65-Holi Gali","M271 UP85ET 7847_C","W65R4","11","11","0","100","02-01-2026","07:15 AM","08:42 AM"
"55","2","56-Mandi Randas","MR032-70145651","W56WBR3","4","4","0","100","31-01-2026","08:04 AM","08:44 AM"
"56","2","56-Mandi Randas","MR032-70145651","W56WBR3","4","4","0","100","21-01-2026","08:01 AM","12:05 PM"
"57","2","56-Mandi Randas","MR032-70145651","W56WBR3","4","4","0","100","10-01-2026","12:27 PM","12:28 PM"
"58","2","56-Mandi Randas","MR032-70145651","W56WBR3","4","4","0","100","19-01-2026","07:50 AM","08:18 AM"
"59","2","56-Mandi Randas","MR032-70145651","W56WBR3","4","4","0","100","30-01-2026","08:20 AM","08:48 AM"
"60","2","56-Mandi Randas","MR032-70145651","W56WBR3","4","4","0","100","14-01-2026","08:21 AM","09:15 AM"
"61","2","24-Sarai Azamabad","M096   UP85AG0894","W24R3","664","662","2","99","27-01-2026","07:40 AM","12:52 PM"
"62","4","34-Radhaniwas","DL51GD9441","W34R3","557","555","2","99","03-01-2026","09:22 AM","01:31 PM"
"63","2","24-Sarai Azamabad","M096   UP85AG0894","W24R3","665","662","3","99","28-01-2026","07:59 AM","12:50 PM"
"64","2","24-Sarai Azamabad","M096   UP85AG0894","W24R3","665","662","3","99","29-01-2026","06:23 AM","11:56 AM"
"65","4","21-Chaitanya Bihar","M105   UP85AG0800","W21R3","170","169","1","99","30-01-2026","07:42 AM","11:43 AM"
"66","2","30-Krishna Nagar Second","M009 UP14PT7717","W30R1","158","157","1","99","01-01-2026","07:46 AM","09:27 AM"
"67","2","30-Krishna Nagar Second","M009 UP14PT7717","W30R1","158","157","1","99","03-01-2026","08:26 AM","09:58 AM"
"68","3","59-Maholi Second","UP85AG0777","W59R1","303","301","2","99","05-01-2026","07:54 AM","10:57 AM"
"69","4","34-Radhaniwas","DL51GD9441","W34R3","1000","993","7","99","10-01-2026","08:21 AM","12:59 PM"
"70","1","65-Holi Gali","M232 UP85ET 7839_C","W65R5","120","119","1","99","23-01-2026","08:02 AM","10:12 AM"
"71","1","65-Holi Gali","M232 UP85ET 7839_C","W65R5","120","119","1","99","25-01-2026","08:45 AM","09:42 AM"
"72","1","65-Holi Gali","M232 UP85ET 7839_C","W65R5","118","117","1","99","19-01-2026","08:01 AM","10:36 AM"
"73","1","65-Holi Gali","M232 UP85ET 7839_C","W65R5","118","117","1","99","18-01-2026","08:01 AM","10:27 AM"
"74","2","60-Jagannath Puri","UP16RT3853","W60R1","695","689","6","99","29-01-2026","08:00 AM","12:27 PM"
"75","3","32-Ranchibagar","M129   UP85AG0780","W32R2","307","304","3","99","01-01-2026","07:10 AM","10:34 AM"
"76","4","34-Radhaniwas","DL51GD9441","W34R3","1252","1239","13","98","26-01-2026","07:58 AM","01:03 PM"
"77","2","60-Jagannath Puri","UP16RT3853","W60R1","674","667","7","98","22-01-2026","07:51 AM","12:03 PM"
"78","1","64-Ghati Bahalray","RJ06GD5309","W64R1","190","188","2","98","12-01-2026","06:55 AM","11:55 AM"
"79","1","65-Holi Gali","M232 UP85ET 7839_C","W65R5","94","93","1","98","03-01-2026","09:10 AM","11:20 AM"
"80","2","24-Sarai Azamabad","M096   UP85AG0894","W24R7","89","88","1","98","16-01-2026","07:51 AM","12:35 PM"
"81","2","24-Sarai Azamabad","M096   UP85AG0894","W24R7","89","88","1","98","12-01-2026","08:24 AM","11:06 AM"
"82","1","64-Ghati Bahalray","RJ06GD5309","W64R1","252","249","3","98","21-01-2026","07:57 AM","01:06 PM"
"83","2","24-Sarai Azamabad","M096   UP85AG0894","W24R7","80","79","1","98","09-01-2026","07:45 AM","10:10 AM"
"84","2","30-Krishna Nagar Second","M009 UP14PT7717","W30R1","158","156","2","98","02-01-2026","07:41 AM","12:53 PM"
"85","3","27-Baad","M116 UP85AG0768","W27R5","621","613","8","98","01-01-2026","08:11 AM","12:15 PM"
"86","3","59-Maholi Second","UP85AG0777","W59R3","77","76","1","98","04-01-2026","07:57 AM","09:01 AM"
"87","2","39-Mahavidhya Colony","M095    UP85AG0788","W39R2","303","299","4","98","02-01-2026","08:14 AM","11:21 AM"
"88","2","24-Sarai Azamabad","M096   UP85AG0894","W24R3","468","461","7","98","03-01-2026","07:31 AM","12:34 PM"
"89","2","55-Govind Nagar","M017 UP14PT7724","W55R3","462","455","7","98","31-01-2026","07:24 AM","01:16 PM"
"90","2","55-Govind Nagar","M017 UP14PT7724","W55R3","461","454","7","98","19-01-2026","07:23 AM","11:56 AM"
"91","2","47-Dwarkapuri","M079   UP85AG0754","W47R3","195","192","3","98","28-01-2026","08:39 AM","11:28 AM"
"92","4","66-Keshighat","M264 UP85ET 7867","W66R1","185","182","3","98","03-01-2026","08:13 AM","11:02 AM"
"93","3","32-Ranchibagar","M129   UP85AG0780","W32R2","308","303","5","98","06-01-2026","07:58 AM","11:00 AM"
"94","2","39-Mahavidhya Colony","M095    UP85AG0788","W39R2","303","298","5","98","03-01-2026","08:08 AM","11:34 AM"
"95","1","65-Holi Gali","M232 UP85ET 7839_C","W65R5","120","118","2","98","24-01-2026","08:06 AM","11:24 AM"
"96","3","52-Chandrapuri","UP16RT3819","W52R3","641","630","11","98","22-01-2026","07:24 AM","11:54 AM"
"97","2","55-Govind Nagar","M017 UP14PT7724","W55R3","461","453","8","98","21-01-2026","07:10 AM","11:57 AM"
"98","2","55-Govind Nagar","M017 UP14PT7724","W55R3","461","453","8","98","18-01-2026","07:09 AM","11:24 AM"
"99","3","59-Maholi Second","UP85AG0777","W59R1","283","278","5","98","01-01-2026","07:40 AM","10:46 AM"
"100","3","33-Palikhera","UP16RT3807","W33R3","377","370","7","98","29-01-2026","06:15 AM","10:24 AM"
"101","2","47-Dwarkapuri","M079   UP85AG0754","W47R3","161","158","3","98","08-01-2026","08:27 AM","12:40 PM"
"102","2","55-Govind Nagar","M017 UP14PT7724","W55R3","462","453","9","98","23-01-2026","08:39 AM","11:53 AM"
"103","2","39-Mahavidhya Colony","M095    UP85AG0788","W39R2","303","297","6","98","04-01-2026","08:03 AM","11:09 AM"
"104","2","37-Baldevpuri","M077  UP85AG0761_C","W37R1","403","395","8","98","01-01-2026","08:08 AM","11:19 AM"
"105","2","47-Dwarkapuri","M079   UP85AG0754","W47R3","193","189","4","97","27-01-2026","09:05 AM","11:56 AM"
"106","3","59-Maholi Second","UP85AG0777","W59R1","283","277","6","97","03-01-2026","07:46 AM","10:44 AM"
"107","2","24-Sarai Azamabad","M096   UP85AG0894","W24R3","468","458","10","97","05-01-2026","07:55 AM","12:24 PM"
"108","4","34-Radhaniwas","DL51GD9441","W34R3","557","545","12","97","01-01-2026","07:41 AM","12:24 PM"
"109","4","34-Radhaniwas","DL51GD9441","W34R3","557","545","12","97","04-01-2026","06:59 AM","11:35 AM"
"110","2","24-Sarai Azamabad","M096   UP85AG0894","W24R7","89","87","2","97","14-01-2026","07:43 AM","10:19 AM"
"111","3","32-Ranchibagar","M129   UP85AG0780","W32R2","309","302","7","97","09-01-2026","07:38 AM","11:33 AM"
"112","3","59-Maholi Second","UP85AG0777","W59R1","307","300","7","97","08-01-2026","07:45 AM","10:20 AM"
"113","2","58-Gau Ghat","M111  UP85AG0882","W58R1","218","213","5","97","27-01-2026","08:04 AM","11:07 AM"
"114","2","37-Baldevpuri","M077  UP85AG0761_C","W37R1","412","402","10","97","20-01-2026","07:17 AM","11:04 AM"
"115","2","37-Baldevpuri","M077  UP85AG0761_C","W37R1","403","393","10","97","02-01-2026","07:51 AM","11:18 AM"
"116","2","47-Dwarkapuri","M079   UP85AG0754","W47R3","161","157","4","97","04-01-2026","08:19 AM","12:00 PM"
"117","2","47-Dwarkapuri","M079   UP85AG0754","W47R3","161","157","4","97","05-01-2026","08:52 AM","11:55 AM"
"118","2","47-Dwarkapuri","M079   UP85AG0754","W47R3","161","157","4","97","02-01-2026","09:05 AM","11:33 AM"
"119","2","55-Govind Nagar","M017 UP14PT7724","W55R3","161","157","4","97","08-01-2026","07:57 AM","11:18 AM"
"120","1","53-Krishna Puri","M055 UP85AG0891_C","W53R1","354","345","9","97","31-01-2026","07:13 AM","09:39 AM"
"121","2","47-Dwarkapuri","M079   UP85AG0754","W47R3","195","190","5","97","29-01-2026","08:48 AM","11:24 AM"
"122","2","60-Jagannath Puri","UP16RT3853","W60R1","618","602","16","97","21-01-2026","08:29 AM","12:36 PM"
"123","2","55-Govind Nagar","M017 UP14PT7724","W55R3","462","450","12","97","28-01-2026","07:14 AM","01:27 PM"
"124","3","59-Maholi Second","UP85AG0777","W59R3","77","75","2","97","02-01-2026","07:58 AM","09:17 AM"
"125","3","59-Maholi Second","UP85AG0777","W59R3","77","75","2","97","09-01-2026","07:58 AM","09:00 AM"
"126","2","54-Pratap Nagar","M087  UP85AG0785","W54R1","1000","974","26","97","20-01-2026","07:57 AM","12:54 PM"
"127","2","55-Govind Nagar","M017 UP14PT7724","W55R3","461","449","12","97","20-01-2026","06:59 AM","11:56 AM"
"128","3","59-Maholi Second","UP85AG0777","W59R1","421","410","11","97","25-01-2026","07:41 AM","10:44 AM"
"129","1","65-Holi Gali","M054 UP14PT7728","W65R3","153","149","4","97","05-01-2026","07:00 AM","11:46 AM"
"130","2","12-Radhe Shyam Colony","MR013-70147533","W12MR1","153","149","4","97","08-01-2026","07:34 AM","12:12 PM"
"131","2","37-Baldevpuri","M077  UP85AG0761_C","W37R1","418","407","11","97","26-01-2026","07:38 AM","11:31 AM"
"132","1","65-Holi Gali","M054 UP14PT7728","W65R3","152","148","4","97","02-01-2026","07:20 AM","10:45 AM"
"133","1","65-Holi Gali","UP14PT7749","W65R1","38","37","1","97","02-01-2026","07:21 AM","11:13 AM"
"134","1","35-Bankhandi","M132    UP85AG0770","W35R1","224","218","6","97","23-01-2026","08:24 AM","10:59 AM"
"135","4","67-Kemar Van","M196 DL51GD9113_C","W67R4","37","36","1","97","31-01-2026","08:27 AM","10:22 AM"
"136","2","39-Mahavidhya Colony","M095    UP85AG0788","W39R2","812","790","22","97","24-01-2026","07:41 AM","11:04 AM"
"137","2","47-Dwarkapuri","M079   UP85AG0754","W47R3","183","178","5","97","21-01-2026","08:34 AM","11:35 AM"
"138","2","55-Govind Nagar","M017 UP14PT7724","W55R3","462","449","13","97","27-01-2026","07:14 AM","11:16 AM"
"139","2","55-Govind Nagar","MUP85AG0798","W55R2","531","516","15","97","22-01-2026","06:56 AM","09:18 AM"
"140","2","55-Govind Nagar","M017 UP14PT7724","W55R3","460","447","13","97","10-01-2026","08:03 AM","12:00 PM"
"141","1","65-Holi Gali","UP14PT7749","W65R1","70","68","2","97","30-01-2026","07:21 AM","01:03 PM"
"142","2","24-Sarai Azamabad","UP85AG0752","W24R2","242","235","7","97","12-01-2026","08:18 AM","12:24 PM"
"143","2","60-Jagannath Puri","UP16RT3853","W60R1","618","600","18","97","18-01-2026","07:51 AM","12:06 PM"
"144","4","21-Chaitanya Bihar","M105   UP85AG0800","W21R3","170","165","5","97","29-01-2026","07:56 AM","11:20 AM"
"145","2","37-Baldevpuri","M077  UP85AG0761_C","W37R1","404","392","12","97","07-01-2026","08:17 AM","11:05 AM"
"146","2","24-Sarai Azamabad","M096   UP85AG0894","W24R3","468","454","14","97","04-01-2026","07:29 AM","12:12 PM"
"147","1","02-Ambedkar Nagar","M092 UP14PT7727_C","W2R2(C)","100","97","3","97","06-01-2026","08:14 AM","10:47 AM"
"148","1","53-Krishna Puri","M055 UP85AG0891_C","W53R1","227","220","7","96","05-01-2026","07:18 AM","09:54 AM"
"149","1","65-Holi Gali","M232 UP85ET 7839_C","W65R5","97","94","3","96","14-01-2026","07:57 AM","12:50 PM"
"150","2","37-Baldevpuri","M077  UP85AG0761_C","W37R1","418","405","13","96","25-01-2026","07:54 AM","11:35 AM"
"151","2","24-Sarai Azamabad","UP85AG0752","W24R2","225","218","7","96","07-01-2026","07:48 AM","12:42 PM"
"152","3","01-Birjapur","M014 UP14PT7936","W1R2","601","582","19","96","07-01-2026","07:55 AM","11:29 AM"
"153","2","30-Krishna Nagar Second","M009 UP14PT7717","W30R1","158","153","5","96","07-01-2026","08:53 AM","12:40 PM"
"154","4","34-Radhaniwas","DL51GD9441","W34R3","1000","968","32","96","18-01-2026","07:56 AM","12:24 PM"
"155","2","24-Sarai Azamabad","M061 UP85AG0801","W24R5","404","391","13","96","11-01-2026","08:03 AM","11:08 AM"
"156","2","55-Govind Nagar","M017 UP14PT7724","W55R3","155","150","5","96","01-01-2026","07:14 AM","10:29 AM"
"157","2","55-Govind Nagar","M017 UP14PT7724","W55R3","155","150","5","96","02-01-2026","07:48 AM","11:34 AM"
"158","2","55-Govind Nagar","M017 UP14PT7724","W55R3","462","447","15","96","26-01-2026","06:54 AM","09:41 AM"
"159","3","59-Maholi Second","UP85AG0777","W59R1","430","416","14","96","29-01-2026","07:32 AM","11:33 AM"
"160","3","59-Maholi Second","UP85AG0777","W59R1","430","416","14","96","31-01-2026","08:13 AM","11:28 AM"
"161","2","30-Krishna Nagar Second","M009 UP14PT7717","W30R1","337","326","11","96","24-01-2026","08:22 AM","09:55 AM"
"162","2","12-Radhe Shyam Colony","MR013-70147533","W12MR1","153","148","5","96","27-01-2026","07:41 AM","11:17 AM"
"163","1","65-Holi Gali","M054 UP14PT7728","W65R3","152","147","5","96","01-01-2026","07:04 AM","12:44 PM"
"164","1","65-Holi Gali","M054 UP14PT7728","W65R3","152","147","5","96","03-01-2026","07:04 AM","11:25 AM"
"165","1","40-Rajkumar","UP16RT3822","W40R2","270","261","9","96","24-01-2026","07:35 AM","11:20 AM"
"166","1","65-Holi Gali","M232 UP85ET 7839_C","W65R5","120","116","4","96","27-01-2026","07:40 AM","09:50 AM"
"167","2","37-Baldevpuri","M077  UP85AG0761_C","W37R1","418","404","14","96","27-01-2026","07:42 AM","10:54 AM"
"168","2","55-Govind Nagar","MUP85AG0798","W55R2","536","518","18","96","28-01-2026","06:56 AM","09:10 AM"
"169","4","34-Radhaniwas","DL51GD9441","W34R3","557","538","19","96","06-01-2026","07:51 AM","12:21 PM"
"170","2","24-Sarai Azamabad","M096   UP85AG0894","W24R3","468","452","16","96","08-01-2026","08:07 AM","12:29 PM"
"171","2","56-Mandi Randas","MR004-70147590","W56WBR2","58","56","2","96","26-01-2026","08:15 AM","09:36 AM"
"172","2","24-Sarai Azamabad","M061 UP85AG0801","W24R5","537","518","19","96","25-01-2026","08:14 AM","11:43 AM"
"173","4","21-Chaitanya Bihar","M105   UP85AG0800","W21R3","169","163","6","96","23-01-2026","07:53 AM","11:47 AM"
"174","4","21-Chaitanya Bihar","M105   UP85AG0800","W21R3","169","163","6","96","25-01-2026","07:58 AM","11:57 AM"
"175","2","56-Mandi Randas","M053 UP85AG0769","W56R2","28","27","1","96","24-01-2026","07:52 AM","11:12 AM"
"176","2","56-Mandi Randas","M053 UP85AG0769","W56R2","28","27","1","96","28-01-2026","08:01 AM","11:41 AM"
"177","2","30-Krishna Nagar Second","M009 UP14PT7717","W30R1","335","323","12","96","10-01-2026","07:37 AM","12:51 PM"
"178","3","32-Ranchibagar","M129   UP85AG0780","W32R2","307","296","11","96","03-01-2026","07:36 AM","10:44 AM"
"179","2","55-Govind Nagar","MUP85AG0798","W55R2","530","511","19","96","18-01-2026","06:55 AM","09:00 AM"
"180","2","37-Baldevpuri","M077  UP85AG0761_C","W37R1","418","403","15","96","24-01-2026","04:59 AM","11:51 AM"
"181","1","65-Holi Gali","M054 UP14PT7728","W65R3","167","161","6","96","08-01-2026","07:05 AM","12:23 PM"
"182","1","35-Bankhandi","M132    UP85AG0770","W35R1","139","134","5","96","04-01-2026","07:53 AM","10:15 PM"
"183","2","55-Govind Nagar","M017 UP14PT7724","W55R3","462","445","17","96","24-01-2026","08:05 AM","11:28 AM"
"184","2","55-Govind Nagar","M017 UP14PT7724","W55R3","462","445","17","96","30-01-2026","07:18 AM","10:40 AM"
"185","2","55-Govind Nagar","M017 UP14PT7724","W55R3","161","155","6","96","07-01-2026","07:27 AM","11:30 AM"
"186","2","55-Govind Nagar","M017 UP14PT7724","W55R3","161","155","6","96","09-01-2026","07:35 AM","12:27 PM"
"187","2","30-Krishna Nagar Second","M009 UP14PT7717","W30R1","158","152","6","96","08-01-2026","08:19 AM","10:12 AM"
"188","1","64-Ghati Bahalray","RJ06GD5309","W64R1","340","327","13","96","23-01-2026","06:47 AM","11:21 AM"
"189","2","37-Baldevpuri","M077  UP85AG0761_C","W37R1","418","402","16","96","22-01-2026","07:33 AM","10:15 AM"
"190","3","38-Civil Lines","M065 UP85AG0888","W38R1","209","201","8","96","08-01-2026","08:24 AM","11:18 AM"
"191","4","09-Gandhi Nagar","M278 UP85ET 7840","W9R2","286","275","11","96","01-01-2026","07:36 AM","12:29 PM"
"192","2","56-Mandi Randas","M262 UP85ET 7851","W56R5","26","25","1","96","12-01-2026","09:08 AM","09:38 AM"
"193","2","55-Govind Nagar","M017 UP14PT7724","W55R3","462","444","18","96","29-01-2026","07:10 AM","12:23 PM"
"194","4","66-Keshighat","M264 UP85ET 7867","W66R1","436","419","17","96","11-01-2026","07:44 AM","11:30 AM"
"195","1","04-Ishapur Yamunapar","UP85FT2581","W4R2","230","221","9","96","02-01-2026","08:34 AM","12:02 PM"
"196","2","60-Jagannath Puri","UP16RT3853","W60R1","586","563","23","96","13-01-2026","07:45 AM","11:23 AM"
"197","1","63-Maliyaan Sadar","M191 UP85AG0948","W63R1","407","391","16","96","23-01-2026","07:47 AM","10:37 AM"
"198","3","41-Dhaulipiau","UP85AG0756","W41R3","127","122","5","96","21-01-2026","06:45 AM","10:25 AM"
"199","2","24-Sarai Azamabad","M061 UP85AG0801","W24R5","404","388","16","96","10-01-2026","08:16 AM","10:57 AM"
"200","3","59-Maholi Second","UP85AG0777","W59R1","421","404","17","95","23-01-2026","08:04 AM","11:27 AM"
"201","2","39-Mahavidhya Colony","M095    UP85AG0788","W39R2","792","760","32","95","21-01-2026","07:47 AM","10:45 AM"
"202","2","60-Jagannath Puri","UP16RT3853","W60R1","618","593","25","95","20-01-2026","08:03 AM","12:36 PM"
"203","3","59-Maholi Second","UP85AG0777","W59R3","221","212","9","95","24-01-2026","07:56 AM","09:33 AM"
"204","3","59-Maholi Second","UP85AG0777","W59R3","221","212","9","95","11-01-2026","07:51 AM","09:21 AM"
"205","3","59-Maholi Second","UP85AG0777","W59R3","221","212","9","95","28-01-2026","07:49 AM","09:08 AM"
"206","3","01-Birjapur","M014 UP14PT7936","W1R2","1000","959","41","95","18-01-2026","08:05 AM","11:32 AM"
"207","2","37-Baldevpuri","M077  UP85AG0761_C","W37R1","412","395","17","95","19-01-2026","07:37 AM","10:51 AM"
"208","2","55-Govind Nagar","MUP85AG0798","W55R2","530","508","22","95","21-01-2026","06:54 AM","08:43 AM"
"209","1","22-Badhri Nagar","DL5TGD9454","W22R2","308","295","13","95","01-01-2026","07:24 AM","09:57 AM"
"210","1","22-Badhri Nagar","DL5TGD9454","W22R2","308","295","13","95","02-01-2026","07:38 AM","09:54 AM"
"211","4","09-Gandhi Nagar","M278 UP85ET 7840","W9R2","307","294","13","95","08-01-2026","07:52 AM","10:44 AM"
"212","1","65-Holi Gali","M054 UP14PT7728","W65R3","235","225","10","95","29-01-2026","07:07 AM","12:33 PM"
"213","4","66-Keshighat","M264 UP85ET 7867","W66R1","188","180","8","95","06-01-2026","08:22 AM","11:50 AM"
"214","3","59-Maholi Second","UP85AG0777","W59R1","421","403","18","95","19-01-2026","07:52 AM","10:41 AM"
"215","2","30-Krishna Nagar Second","M010 UP14PT8107","W30R2","606","580","26","95","31-01-2026","07:25 AM","01:17 PM"
"216","2","55-Govind Nagar","MUP85AG0798","W55R2","536","513","23","95","31-01-2026","06:54 AM","09:09 AM"
"217","2","39-Mahavidhya Colony","M056 UP85AG0963","W39R1","301","288","13","95","05-01-2026","07:56 AM","11:07 AM"
"218","3","01-Birjapur","M014 UP14PT7936","W1R2","601","575","26","95","08-01-2026","07:52 AM","11:05 AM"
"219","2","37-Baldevpuri","M077  UP85AG0761_C","W37R1","403","385","18","95","06-01-2026","08:25 AM","11:19 AM"
"220","2","24-Sarai Azamabad","M096   UP85AG0894","W24R3","492","470","22","95","19-01-2026","07:30 AM","12:42 PM"
"221","2","55-Govind Nagar","MUP85AG0798","W55R2","536","512","24","95","29-01-2026","06:53 AM","08:57 AM"
"222","2","30-Krishna Nagar Second","M009 UP14PT7717","W30R1","335","320","15","95","12-01-2026","07:59 AM","12:06 PM"
"223","3","01-Birjapur","M014 UP14PT7936","W1R2","601","574","27","95","09-01-2026","07:53 AM","10:20 AM"
"224","2","24-Sarai Azamabad","M096   UP85AG0894","W24R7","89","85","4","95","11-01-2026","07:40 AM","11:34 AM"
"225","2","24-Sarai Azamabad","M096   UP85AG0894","W24R3","665","635","30","95","31-01-2026","07:29 AM","12:44 PM"
"226","2","55-Govind Nagar","M017 UP14PT7724","W55R3","155","148","7","95","03-01-2026","07:50 AM","12:17 PM"
